1.23013	-1.19278	1.24058	
0.0899117	-0.81177	0.384727	

1.3086	-1.0532	1.10381	
0.0899197	-0.811718	0.390823	

1.0898	-1.39661	1.44092	
0.0919219	-0.811731	0.376762	

1.17086	-1.23208	1.19513	
0.165992	-0.788756	0.385121	

1.23602	-1.18882	1.25927	
-0.00299988	-0.821153	0.386551	

1.31549	-1.04728	1.12117	
-0.002687	-0.821176	0.392213	

1.10131	-1.39149	1.4554	
-0.000482054	-0.821321	0.377845	

1.1602	-1.36423	1.5017	
0.0551762	-0.819499	0.377886	

1.23569	-1.16298	1.33819	
0.0577677	-0.665487	0.41843	

1.10873	-1.27664	1.49446	
0.0395663	-0.622313	0.430564	

1.27525	-1.17618	1.63177	
0.0685187	-0.622748	0.431375	

1.33981	-1.03205	1.50251	
0.0673382	-0.622673	0.436714	

1.3241	-1.15805	1.34576	
0.169381	-0.53569	0.468215	

1.37329	-1.05807	1.25568	
0.169151	-0.535751	0.472092	

1.24844	-1.29402	1.46595	
0.170477	-0.535565	0.46293	

1.30979	-1.21103	1.29316	
0.0725899	-0.576422	0.449277	

1.34102	-1.19912	1.32764	
0.00541809	-0.585795	0.447996	

1.35838	-1.18571	1.35371	
-0.0497484	-0.584223	0.449795	

1.38236	-1.17108	1.3816	
-0.0794762	-0.579425	0.449667	

1.24609	-1.12249	1.38185	
-0.0836885	-0.590993	0.348969	

1.30062	-1.01277	1.27469	
-0.0839391	-0.590738	0.353437	

1.24472	-1.18484	1.28128	
-0.00731776	-0.714808	0.356495	

1.09051	-1.35605	1.35785	
-0.0315502	-0.712776	0.35077	

1.35806	-1.16966	1.29798	
-0.0507929	-0.459457	0.435172	

1.35606	-1.21232	1.24958	
-0.0557667	-0.517383	0.422843	

1.18023	-1.38951	1.2861	
0.0456894	-0.682839	0.380229	

1.32808	-1.32052	1.41766	
0.071233	-0.685902	0.379096	

1.32325	-1.26594	1.27703	
0.00725005	-0.728464	0.377921	

1.35026	-1.24166	1.29336	
0.0863814	-0.721127	0.378475	

1.21508	-1.1914	1.35509	
0.066389	-0.741634	0.279728	

1.15241	-1.22872	1.29303	
0.00264278	-0.744668	0.279771	

1.45862	-1.1422	1.42034	
0.208854	-0.723033	0.27832	
