-0.248938,-0.389168,0.420357,1.23063,-0.974532,1.60717,
-0.249695,-0.391686,0.420719,1.22101,-0.951541,1.62996,
-0.249695,-0.391686,0.420719,1.22101,-0.951541,1.62996,
-0.250209,-0.392151,0.420456,1.22662,-0.959992,1.62543,
-0.250209,-0.392151,0.420456,1.22662,-0.959992,1.62543,
-0.250456,-0.39022,0.420239,1.20983,-0.981273,1.60088,
-0.250456,-0.39022,0.420239,1.20983,-0.981273,1.60088,
-0.249971,-0.390966,0.420529,1.21918,-0.965106,1.61764,
-0.249971,-0.390966,0.420529,1.21918,-0.965106,1.61764,
-0.249018,-0.391063,0.420718,1.23512,-0.938735,1.6445,
-0.249018,-0.391063,0.420718,1.23512,-0.938735,1.6445,
