-78.8537,-82.6631,-103.832,-26.951,90.4745,-68.6425,
-78.8537,-82.6631,-103.832,-26.951,90.4745,-68.6425,
-78.8104,-78.4824,-104.399,-27.0293,89.9636,-68.4281,
-78.8111,-78.4811,-104.396,-27.6752,89.9629,-68.4274,
-78.8104,-78.479,-104.397,-26.9462,89.9643,-68.4274,
-78.8097,-78.479,-104.396,-26.7428,89.9643,-68.4288,
-78.8111,-78.479,-104.396,-25.5885,89.9629,-68.4288,
-78.8111,-78.4804,-104.396,-21.5458,89.965,-68.4288,
-78.8117,-78.4804,-104.397,-19.5677,89.9636,-68.4281,
-78.8097,-78.4797,-104.398,-19.5677,89.9629,-71.5004,
-78.8117,-78.479,-104.396,-19.5684,89.9629,-73.109,
-78.8097,-78.4783,-104.398,-19.5691,89.9623,-76.0844,
-78.8104,-78.479,-104.396,-19.5712,89.9636,-78.3301,
-78.8104,-78.4804,-104.395,-19.5705,89.9623,-80.6671,
-78.8083,-78.4804,-104.397,-19.5712,89.9602,-83.4626,
-78.8104,-78.479,-104.398,-19.5712,89.9629,-85.0699,
-78.8097,-78.479,-104.398,-19.5677,89.9588,-87.0414,
-78.8097,-78.4804,-104.397,-19.5691,89.9595,-89.8376,
-78.8117,-78.4797,-104.396,-19.5732,89.9609,-90.9886,
-78.8097,-78.4797,-104.396,-19.5718,89.9602,-91.8531,
-78.8097,-78.4797,-104.396,-19.5718,89.9602,-91.8531,
-78.8104,-78.4776,-104.395,-19.565,89.9678,-96.0655,
-78.8104,-78.4776,-104.392,-19.5636,89.9657,-94.2754,
-78.8104,-78.477,-104.394,-19.5643,89.9643,-90.5653,
-78.809,-78.4756,-104.397,-19.567,89.9678,-86.7604,
-78.8083,-78.4776,-104.394,-19.5657,89.965,-82.0415,
-78.8111,-78.477,-104.395,-19.567,89.9664,-80.158,
-78.8104,-78.4783,-104.392,-19.5657,89.9678,-79.2983,
-78.809,-78.4763,-104.394,-19.565,89.9664,-77.8023,
-78.8117,-78.4783,-104.394,-19.5664,89.9678,-76.6486,
-78.8131,-78.477,-104.395,-19.5657,89.9678,-74.5809,
-78.809,-78.4776,-104.393,-19.5664,89.9643,-73.4279,
-78.809,-78.4783,-104.395,-19.567,89.9664,-71.2743,
-78.8104,-78.4776,-104.394,-19.565,89.9678,-69.3022,
-78.809,-78.4797,-104.395,-20.43,89.9664,-69.3015,
-78.8104,-78.479,-104.394,-20.6498,89.9691,-69.3022,
-78.8104,-78.4783,-104.394,-21.9717,89.9691,-69.3015,
