-0.294628,-0.345545,0.436103,1.16752,-0.971911,1.58487
-0.294549,-0.345526,0.435536,1.16748,-0.971962,1.58496
-0.29467,-0.345514,0.434458,1.16746,-0.972128,1.58499
-0.294686,-0.345504,0.433515,1.16744,-0.972125,1.58502
-0.294674,-0.345492,0.433515,1.16745,-0.972163,1.58502
-0.294674,-0.345471,0.432442,1.16736,-0.972379,1.5852
-0.294739,-0.345466,0.432528,1.16744,-0.972189,1.58497
-0.29474,-0.345285,0.432934,1.17298,-0.96778,1.58958
-0.294733,-0.344468,0.435336,1.20525,-0.942155,1.61479
-0.294564,-0.343724,0.437086,1.22886,-0.922844,1.63352
-0.294516,-0.343697,0.437195,1.23063,-0.921387,1.63517
-0.294557,-0.34371,0.437243,1.23073,-0.921228,1.63504
-0.29454,-0.343664,0.437162,1.23979,-0.921509,1.63577
-0.2946,-0.343479,0.437051,1.28042,-0.921401,1.63777
-0.294642,-0.343353,0.436926,1.28953,-0.92165,1.63819
-0.294629,-0.343836,0.43699,1.27844,-0.926071,1.63359
-0.294145,-0.345535,0.437156,1.23178,-0.943286,1.61576
-0.293453,-0.347257,0.437168,1.17358,-0.964243,1.59262
-0.293336,-0.347783,0.437075,1.15151,-0.972025,1.58345
-0.293241,-0.347703,0.437087,1.15144,-0.972155,1.5833
-0.293181,-0.347779,0.437085,1.15132,-0.972076,1.58354
-0.293265,-0.347601,0.436949,1.15761,-0.968062,1.58772
-0.293633,-0.346687,0.436636,1.19154,-0.944653,1.61097
-0.293764,-0.345856,0.436454,1.21585,-0.927924,1.62681
-0.293737,-0.345795,0.436417,1.21702,-0.927203,1.62754
-0.293736,-0.345788,0.436343,1.21701,-0.927323,1.62759
-0.293711,-0.345761,0.435137,1.21693,-0.927651,1.62778
-0.293767,-0.345762,0.435188,1.21714,-0.927451,1.62764
-0.293822,-0.345774,0.435317,1.2251,-0.927885,1.62888
-0.293887,-0.346041,0.435652,1.26957,-0.93024,1.63666
-0.294071,-0.346073,0.436002,1.31627,-0.932173,1.64424
-0.294173,-0.346031,0.436203,1.32468,-0.932197,1.64519
-0.294173,-0.346024,0.436128,1.32498,-0.932375,1.6452
-0.294075,-0.346291,0.436218,1.31785,-0.933489,1.64333
-0.293631,-0.347331,0.436492,1.2719,-0.941134,1.63004
-0.292982,-0.348458,0.436677,1.21221,-0.950422,1.61218
-0.292853,-0.34875,0.436858,1.18766,-0.953932,1.60414
-0.292763,-0.348748,0.436688,1.18729,-0.954357,1.60443
-0.29266,-0.348799,0.436724,1.18714,-0.954121,1.60455
-0.29193,-0.350675,0.436164,1.19506,-0.95507,1.60498
-0.288581,-0.36047,0.433511,1.23726,-0.959136,1.60639
-0.282566,-0.377689,0.428784,1.31268,-0.965687,1.60813
-0.27797,-0.390322,0.425063,1.36975,-0.970406,1.60914
-0.276225,-0.395269,0.423763,1.39223,-0.971748,1.60908
-0.276169,-0.395342,0.423751,1.39258,-0.971646,1.60909
-0.276242,-0.395643,0.423844,1.38416,-0.971658,1.6083
-0.276103,-0.396917,0.424003,1.3382,-0.971725,1.60492
-0.276092,-0.39872,0.424058,1.25677,-0.971602,1.59767
-0.276166,-0.399587,0.424233,1.20849,-0.970527,1.59242
-0.276272,-0.399691,0.424237,1.20043,-0.970551,1.5914
-0.276337,-0.39947,0.424231,1.21045,-0.967315,1.59663
-0.276675,-0.398866,0.424238,1.23646,-0.959645,1.60922
-0.277507,-0.397266,0.424507,1.29308,-0.941202,1.63577
-0.277714,-0.396356,0.424438,1.3196,-0.93238,1.64849
-0.277723,-0.396346,0.424477,1.32081,-0.931974,1.64882
-0.277755,-0.396351,0.424459,1.32087,-0.93203,1.64886
-0.277968,-0.396524,0.424602,1.31333,-0.934536,1.64547
-0.278105,-0.397626,0.424843,1.27243,-0.948012,1.62937
-0.278443,-0.399142,0.425336,1.19541,-0.971702,1.59742
-0.27856,-0.399842,0.425626,1.13252,-0.989746,1.57023
-0.278467,-0.399993,0.425273,1.10625,-0.998001,1.55925
-0.278503,-0.39993,0.425094,1.10537,-0.998579,1.55886
-0.278485,-0.399912,0.425266,1.10536,-0.99831,1.55871
-0.278121,-0.399586,0.425209,1.11408,-0.995518,1.56099
-0.277059,-0.397458,0.424447,1.16413,-0.979639,1.57239
-0.274966,-0.393522,0.423143,1.24785,-0.95151,1.59038
-0.273022,-0.389873,0.42169,1.31785,-0.926997,1.60442
-0.272199,-0.388248,0.421023,1.34784,-0.916092,1.61014
-0.272118,-0.38823,0.42102,1.34901,-0.915515,1.61046
-0.272168,-0.388138,0.421025,1.34915,-0.91554,1.61013
-0.272866,-0.388779,0.4213,1.34047,-0.917081,1.61118
-0.277038,-0.392387,0.422599,1.29078,-0.927173,1.61684
-0.281578,-0.396264,0.424018,1.23717,-0.937379,1.6222
-0.282547,-0.397055,0.424269,1.2257,-0.93955,1.62325
-0.282586,-0.39705,0.424342,1.22516,-0.939611,1.62318
-0.282605,-0.397052,0.424316,1.22519,-0.939724,1.62319
-0.282627,-0.397041,0.424274,1.22535,-0.939803,1.62315
-0.283505,-0.396278,0.424859,1.23002,-0.941067,1.62509
-0.287259,-0.392419,0.427355,1.25294,-0.94732,1.63327
-0.288507,-0.391114,0.428373,1.26098,-0.949081,1.63626
-0.288533,-0.391046,0.428342,1.26135,-0.949247,1.63611
-0.289109,-0.390694,0.428396,1.26569,-0.944515,1.64139
-0.290991,-0.38943,0.428669,1.28305,-0.925636,1.66102
-0.291227,-0.389228,0.428772,1.28608,-0.922093,1.66473
-0.291288,-0.389205,0.427238,1.28597,-0.922327,1.66495
-0.291318,-0.389187,0.427184,1.28601,-0.922303,1.66491
-0.291387,-0.38913,0.425916,1.2859,-0.922469,1.66494
-0.291401,-0.389112,0.425912,1.28592,-0.922489,1.66493
-0.291454,-0.389068,0.424709,1.2858,-0.922635,1.66504
-0.291433,-0.389053,0.424698,1.28587,-0.922649,1.66504
-0.291475,-0.389021,0.423795,1.28578,-0.922827,1.66517
-0.291472,-0.389013,0.423835,1.28578,-0.922759,1.66509
-0.291505,-0.388974,0.423264,1.28575,-0.922827,1.66507
-0.292094,-0.388923,0.424487,1.284,-0.935962,1.65596
-0.293487,-0.388706,0.427518,1.27939,-0.969097,1.63297
-0.293697,-0.388694,0.428175,1.27842,-0.974559,1.62894
-0.293722,-0.388619,0.42812,1.27863,-0.974844,1.62874
-0.293764,-0.388592,0.427694,1.27861,-0.974852,1.62872
-0.293794,-0.38855,0.427024,1.27857,-0.975,1.62878
-0.294229,-0.388907,0.427039,1.27882,-0.973128,1.63127
-0.297807,-0.392918,0.427128,1.27975,-0.95486,1.65799
-0.300961,-0.396293,0.427202,1.28036,-0.938874,1.68131
-0.301009,-0.396486,0.427282,1.28029,-0.937869,1.68254
-0.301116,-0.396535,0.427337,1.28031,-0.937661,1.68243
-0.301124,-0.396513,0.427285,1.28042,-0.937783,1.68244
-0.301136,-0.396507,0.427243,1.28041,-0.937901,1.68245
-0.301109,-0.396516,0.427246,1.28041,-0.937897,1.68252
-0.301103,-0.396523,0.427263,1.28048,-0.937845,1.68251
-0.301125,-0.39652,0.427282,1.28041,-0.937811,1.68247
-0.301108,-0.396529,0.427247,1.28046,-0.937871,1.68254
-0.301109,-0.396521,0.427272,1.28049,-0.937805,1.6825
-0.301083,-0.396524,0.42728,1.28041,-0.9378,1.68253
-0.301121,-0.396526,0.427277,1.28046,-0.937808,1.68249
-0.301133,-0.396515,0.427235,1.28037,-0.937924,1.68252
-0.3011,-0.39652,0.427253,1.28051,-0.937861,1.68253
-0.301112,-0.396524,0.427278,1.28044,-0.937812,1.6825
-0.301097,-0.396533,0.427267,1.28043,-0.937825,1.68257
-0.301124,-0.396514,0.427272,1.28045,-0.937827,1.68249
-0.301114,-0.396531,0.427267,1.28044,-0.937829,1.68253
-0.301801,-0.39688,0.42727,1.28413,-0.935414,1.68762
-0.305312,-0.398989,0.427186,1.3035,-0.921699,1.71554
-0.309514,-0.401176,0.427049,1.32641,-0.905165,1.74861
-0.310561,-0.401738,0.42696,1.33304,-0.900428,1.75814
-0.310636,-0.401758,0.427052,1.3332,-0.900182,1.75793
-0.310714,-0.401785,0.427008,1.33311,-0.900269,1.75802
-0.309481,-0.401094,0.427064,1.33429,-0.898533,1.75568
-0.302348,-0.397171,0.426921,1.34095,-0.889296,1.74271
-0.289629,-0.390012,0.426888,1.35278,-0.87272,1.71829
