-15.0619,5.986,10.6615,-0.148833,-0.925556,0.309399,
-15.0619,5.986,10.6615,-0.148833,-0.925556,0.309399,
-15.6567,6.18683,9.64117,-0.156996,-0.895947,0.319986,
-15.5548,6.1458,9.83044,-0.155372,-0.901684,0.317868,
-15.6692,6.19222,9.61736,-0.157207,-0.895216,0.320262,
-15.701,6.20387,9.55772,-0.157681,-0.893401,0.32087,
-15.877,6.27398,9.21505,-0.1605,-0.88277,0.324493,
-16.4409,6.4992,7.98855,-0.169843,-0.842803,0.336127,
-16.6864,6.59791,7.37498,-0.174113,-0.821751,0.341223,
-17.0162,5.69337,7.37519,-0.147917,-0.831311,0.300463,
-17.1692,5.21451,7.37477,-0.13405,-0.835722,0.278835,
-17.4165,4.31625,7.37541,-0.108035,-0.842912,0.238174,
-17.572,3.63123,7.37562,-0.0881966,-0.847425,0.207089,
-17.7053,2.91197,7.37583,-0.0673663,-0.851296,0.174382,
-17.8262,2.04511,7.37583,-0.0422619,-0.854798,0.134871,
-17.8768,1.54482,7.37519,-0.0277751,-0.856234,0.112024,
-17.9196,0.928787,7.37455,-0.00993621,-0.857445,0.0838465,
-17.9433,0.0546133,7.37541,0.0153818,-0.858168,0.0437762,
-17.9407,-0.305869,7.37541,0.0258214,-0.858095,0.0272243,
-17.9343,-0.577035,7.37476,0.0336729,-0.857879,0.014763,
-17.9343,-0.577035,7.37476,0.0336729,-0.857879,0.014763,
-17.8447,-1.89092,7.37238,0.0717174,-0.855174,-0.0457504,
-17.8955,-1.33315,7.37109,0.0555616,-0.856587,-0.0200319,
-17.9441,-0.173133,7.37152,0.0219684,-0.858014,0.0333246,
-17.9158,1.01757,7.37217,-0.0125129,-0.857224,0.0879129,
-17.7714,2.48715,7.37239,-0.0550715,-0.853052,0.155035,
-17.6799,3.06977,7.37282,-0.0719431,-0.850422,0.181566,
-17.6322,3.33479,7.37196,-0.0796199,-0.849001,0.193621,
-17.5393,3.79358,7.37174,-0.0929072,-0.8463,0.214466,
-17.459,4.14588,7.37261,-0.103108,-0.844015,0.230452,
-17.2982,4.77282,7.3724,-0.121264,-0.839349,0.258858,
-17.1989,5.11937,7.37217,-0.131301,-0.836464,0.274537,
-16.9944,5.76203,7.37217,-0.149912,-0.830541,0.303564,
-16.7862,6.34331,7.37194,-0.166747,-0.824501,0.329766,
-16.68,6.30272,7.64296,-0.164948,-0.833863,0.327659,
-16.6526,6.29242,7.71086,-0.164494,-0.836187,0.327123,
-16.4821,6.22753,8.11907,-0.161675,-0.849986,0.323752,
-16.2784,6.14967,8.5764,-0.158369,-0.86508,0.31971,
-16.1138,6.08674,8.92502,-0.155745,-0.876315,0.316443,
-15.9426,6.02135,9.27024,-0.153057,-0.887201,0.313048,
-15.6935,5.9252,9.74511,-0.14918,-0.901783,0.308062,
-15.567,5.87841,9.9736,-0.147299,-0.908609,0.305623,
-15.3486,5.79472,10.3539,-0.144001,-0.919737,0.301279,
-15.2446,5.75471,10.5283,-0.142441,-0.924732,0.299204,
-15.0425,5.67841,10.8554,-0.139479,-0.933893,0.295236,
-14.773,5.57588,11.2706,-0.135555,-0.945149,0.289911,
-14.4376,5.44824,11.7572,-0.130739,-0.957769,0.283281,
-14.2718,5.38478,11.9867,-0.128374,-0.9635,0.279986,
-13.9732,5.27191,12.3821,-0.124196,-0.973002,0.274119,
-13.8509,5.22504,12.5384,-0.122479,-0.976634,0.271687,
-13.7273,5.17839,12.6928,-0.120773,-0.98014,0.269261,
-13.2107,4.98035,13.3054,-0.113628,-0.9933,0.258982,
-12.8583,4.84765,13.694,-0.108892,-1.00093,0.252081,
-12.3038,4.6366,14.2646,-0.101467,-1.01106,0.241119,
-11.9255,4.49324,14.6271,-0.096482,-1.01675,0.233669,
-11.6085,4.37281,14.9158,-0.0923304,-1.02082,0.227412,
-11.1686,4.20521,15.2951,-0.0866043,-1.02549,0.218707,
-10.7397,4.04287,15.6421,-0.0811047,-1.02899,0.210269,
-10.2793,3.86797,15.9917,-0.0752356,-1.03171,0.201182,
-9.6837,3.64197,16.411,-0.0677262,-1.03371,0.189439,
-9.25152,3.47769,16.6936,-0.0623186,-1.03416,0.180904,
-8.63342,3.24416,17.0675,-0.0546958,-1.03342,0.168764,
-8.1325,3.05305,17.3465,-0.0485193,-1.03172,0.15884,
-7.92461,2.97475,17.456,-0.0460001,-1.03073,0.154768,
-7.71767,2.8954,17.5617,-0.0434588,-1.02959,0.150649,
-7.47077,2.8011,17.6834,-0.0404481,-1.02802,0.145753,
-7.38739,2.77026,17.7232,-0.0394634,-1.02743,0.144146,
-7.09463,2.65991,17.8592,-0.0359549,-1.0252,0.138408,
-6.80131,2.54926,17.989,-0.0324518,-1.02266,0.132654,
-6.76495,2.64839,17.9884,-0.0353242,-1.02158,0.137121,
-6.70947,2.78427,17.9886,-0.0392587,-1.01998,0.14323,
-6.59456,3.04389,17.9891,-0.0467761,-1.01668,0.154882,
-6.45004,3.34158,17.9886,-0.0553983,-1.01247,0.168214,
-6.33083,3.56138,17.9888,-0.0617632,-1.00903,0.178028,
-6.11932,3.91448,17.9886,-0.0719896,-1.00289,0.193749,
-6.03937,4.03791,17.9884,-0.0755647,-1.00057,0.199231,
-6.02782,4.05511,17.9884,-0.0760629,-1.00023,0.199994,
-5.87784,4.26887,17.9885,-0.0822529,-0.995897,0.20946,
-5.77683,4.40319,17.9889,-0.086142,-0.992987,0.215393,
-5.68853,4.51912,17.9883,-0.0895006,-0.990402,0.220511,
-5.53609,4.70363,17.9885,-0.0948434,-0.985999,0.228629,
-5.53457,4.70607,17.9884,-0.0949145,-0.985947,0.228738,
-5.35227,4.9124,17.9884,-0.10089,-0.980668,0.237789,
-5.17272,5.10114,17.9884,-0.106356,-0.975468,0.246039,
-5.02791,5.24482,17.9881,-0.110517,-0.971262,0.252301,
-4.87889,5.38226,17.9885,-0.114497,-0.966967,0.258267,
-4.82214,5.43288,17.9886,-0.115962,-0.965327,0.26046,
-4.59749,5.62509,17.9884,-0.121529,-0.958809,0.268766,
-4.61588,5.64764,17.9766,-0.12221,-0.958801,0.269843,
-5.05472,6.18909,17.6778,-0.138577,-0.957796,0.295705,
-5.24933,6.43072,17.5343,-0.145905,-0.956843,0.307244,
-5.59075,6.85081,17.2676,-0.158684,-0.954491,0.327311,
-6.13056,7.51717,16.8008,-0.179055,-0.9487,0.359139,
-6.43165,7.88981,16.515,-0.190504,-0.944299,0.376935,
-6.90894,8.47766,16.0236,-0.208659,-0.935566,0.405015,
-7.31301,8.97791,15.5653,-0.2242,-0.92623,0.428906,
-7.42465,9.11462,15.4324,-0.228465,-0.923364,0.435438,
-7.70918,9.4659,15.0773,-0.239455,-0.915307,0.452216,
-7.84992,9.63925,14.8937,-0.244897,-0.910956,0.460497,
-8.15488,10.0166,14.475,-0.256788,-0.900568,0.478518,
